SEXO,IDADE,FX_ID,RACA,ESCOLARI,P1,P2,P3,P4,P5A,P5B,P5C,P5D,P5E,P5F,P5G,P5H,P5I,P6_1,P6_2,P6_3,P6_4,P6_5,P6_6,P6_7,P6_8,P6_9,P6_10,P7_1,P7_2,P7_3,P7_4,P7_5,P7_6,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P8_7,P8_8,P8_9,P8_10,P8_11,P8_12,P8_13,P9_1,P9_2,P9_3,P10,P11,P12,P13_1,P13_2,P13_3,P13_4,P13_5,P13_6,P13_7,P13_8,P14_1,P14_2,P14_3,P14_4,P14_5,P14_6,P14_7,P15A,P15B,P15C,P15D,P15E,P15F,P15G,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P17_1,P17_2,P17_3,P17_4,P17_5,P18_1,P18_2,P18_3,P18_4,P18_5,P18_6,P19A,P19B,P19C,P19D,P19E,P20_1,P20_2,P20_3,P20_4,P20_5,P20_6,P20_7,P20_8,P20_9,P21A,P21B,P21C,P21D,P21E,P21F,P22_1,P22_2,P22_3,P23,P24A,P24B,P24C,P24D,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P26_6,P26_7,P_PCD_1,P_PCD_2,P_PCD_3,P_ORIENT,P_POLITI,RELIGIAO,REND1,REND2,UF,MUNI,REGIAO,COND,PORTE,ID_IPEC,DATA_ENT
2,57,4,3,16,3,2,2,1,2,5,5,5,5,5,4,2,5,,,,,,,,,,,1,4,6,,,,1,2,3,5,6,,,,,,,,,1,3,4,1,4,2,1,4,6,7,,,,,1,3,,,,,,2,,1,,,,,7,,,,,,,1,2,,,,2,,,,,,2,2,2,4,1,6,8,,,,,,,,1,1,1,1,1,1,97,,,1,1,2,1,1,1,1,2,6,,,,,2,,,99,3,1,4,4,21,2106003,2,3,3,182998511,13900896000
1,20,1,1,15,1,1,1,1,1,5,5,1,5,5,1,5,5,,,,,,,,,,,1,2,4,,,,1,2,3,6,,,,,,,,,,1,2,3,1,4,2,1,4,7,,,,,,2,5,,,,,,,2,,,1,,,1,2,5,,,,,1,,,,,97,,,,,,1,1,1,5,1,2,5,6,7,,,,,,1,1,1,1,1,1,97,,,1,1,1,2,2,2,2,3,6,,,,,4,,,1,1,1,6,5,33,3303401,3,3,6,182998547,13900896000
1,31,2,3,1,97,2,2,1,1,99,99,99,99,99,99,1,99,,,,,,,,,,,99,,,,,,1,,,,,,,,,,,,,1,2,3,2,4,2,97,,,,,,,,8,,,,,,,,,,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,1,98,97,,,,,,,,,2,98,1,1,1,1,97,,,1,2,1,98,98,2,97,,,,,,,1,,,1,99,1,99,99,35,3522109,3,3,5,182998666,13900896000
2,19,1,2,11,4,2,3,1,1,5,5,4,5,5,5,5,5,,,,,,,,,,,4,6,,,,,1,4,5,12,13,,,,,,,,,1,8,3,5,1,1,3,4,,,,,,,1,6,7,,,,,1,,,,,1,1,1,6,7,,,,,97,,,,,,,,,,,5,1,2,4,1,5,6,8,,,,,,,1,1,1,1,1,1,97,,,1,1,1,98,2,2,1,5,6,,,,,4,,,1,3,19,5,5,43,4318002,4,3,5,182998667,13900896000
1,68,5,1,14,2,2,2,99,1,5,5,5,5,5,5,5,5,,,,,,,,,,,99,,,,,,99,,,,,,,,,,,,,1,3,2,1,4,2,2,4,5,,,,,,8,,,,,,,,,,,,,,7,,,,,,,97,,,,,,,,,,,2,1,4,1,4,2,3,5,,,,,,,2,2,2,1,2,2,97,,,1,1,1,1,2,2,97,,,,,,,4,,,1,3,1,3,2,42,4209854,4,3,1,182998923,13900896000
2,48,4,1,14,2,2,2,3,1,5,5,1,5,5,1,1,5,,,,,,,,,,,2,4,5,,,,2,3,4,,,,,,,,,,,1,3,8,5,4,2,1,3,4,,,,,,3,,,,,,,,,2,,,,,5,6,7,,,,,2,,,,,10,,,,,,1,1,1,4,1,1,6,7,,,,,,,2,2,2,2,2,2,97,,,1,1,98,1,1,2,1,4,5,,,,,2,,,1,2,2,4,4,42,4209854,4,3,1,182998924,13900896000
1,25,2,3,15,1,4,2,3,1,1,5,1,5,4,1,2,5,3,5,7,,,,,,,,1,2,3,,,,1,2,5,,,,,,,,,,,1,3,4,1,4,2,1,2,3,4,7,,,,1,2,3,4,5,6,,1,1,1,1,1,3,,1,2,3,4,5,6,7,1,2,4,,,2,3,9,,,,1,1,1,2,1,99,,,,,,,,,2,1,1,1,1,1,97,,,1,1,2,1,1,1,1,2,4,5,6,,,3,,,3,4,1,6,5,17,1720903,1,3,3,182998944,13900896000
1,58,4,2,1,1,1,1,99,5,2,5,1,5,5,5,5,5,99,,,,,,,,,,1,2,3,4,5,6,1,2,3,4,5,6,7,8,9,10,11,12,13,1,99,,5,4,2,1,,,,,,,,8,,,,,,,,,,,,,,97,,,,,,,97,,,,,,,,,,,1,1,1,5,1,97,,,,,,,,,2,2,2,1,1,2,97,,,1,1,2,2,98,2,1,2,3,4,5,6,7,4,,,1,4,1,6,6,11,1100130,1,3,4,182999048,13900896000
2,64,5,1,6,99,2,2,3,1,99,99,99,99,99,99,99,99,,,,,,,,,,,2,6,,,,,4,13,,,,,,,,,,,,1,3,4,1,4,2,1,7,,,,,,,8,,,,,,,,,,,,,,1,4,6,,,,,97,,,,,,,,,,,1,1,1,2,1,99,,,,,,,,,1,1,1,1,1,1,97,,,1,2,1,2,2,2,1,4,7,,,,,4,,,1,4,1,6,4,35,3503901,3,2,5,182999110,13900896000
2,34,2,2,11,1,2,3,2,1,5,5,1,5,5,1,5,5,,,,,,,,,,,1,5,6,,,,1,3,5,,,,,,,,,,,1,3,8,5,4,2,1,4,6,,,,,,1,3,6,,,,,2,,2,,,2,,1,3,6,,,,,2,4,,,,10,,,,,,1,1,1,5,1,97,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,1,2,2,1,2,7,,,,,2,,,1,4,1,6,6,26,2611606,2,1,7,182999561,13900896000
1,50,4,3,14,2,1,3,3,5,2,5,1,5,5,2,5,5,5,6,,,,,,,,,5,,,,,,1,2,5,,,,,,,,,,,1,3,2,1,2,2,1,2,7,,,,,,2,4,,,,,,,1,,1,,,,1,5,,,,,,1,2,,,,2,10,,,,,2,1,2,5,2,6,,,,,,,,,2,2,1,1,2,2,97,,,1,1,1,1,1,1,4,5,,,,,,4,,,1,3,19,5,5,53,5300108,5,1,7,182999665,13900896000
1,28,2,3,8,2,2,2,1,1,5,1,4,1,1,5,1,5,,,,,,,,,,,1,,,,,,1,4,,,,,,,,,,,,1,3,5,5,4,2,1,6,,,,,,,3,,,,,,,,,1,,,,,1,,,,,,,2,,,,,4,,,,,,5,5,5,5,1,1,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,,,,,,,4,,,1,1,1,98,6,24,2408102,2,1,7,182999690,13900896000
2,37,3,2,14,2,1,2,1,1,1,5,1,5,5,1,5,5,2,5,6,8,,,,,,,1,,,,,,1,2,3,4,5,13,,,,,,,,1,3,6,1,4,2,1,3,5,,,,,,2,3,5,7,,,,,2,2,,2,,2,1,2,3,6,,,,97,,,,,,,,,,,1,1,1,4,1,97,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,2,2,6,7,,,,,4,,,1,4,1,6,5,35,3537404,3,3,4,182999793,13900896000
2,41,3,3,16,2,1,2,1,1,4,5,1,5,5,1,5,5,,,,,,,,,,,1,2,3,4,5,6,1,2,4,5,11,13,,,,,,,,1,3,4,1,4,2,1,6,8,,,,,,2,3,4,,,,,,2,2,2,,,,1,2,3,4,5,6,7,2,4,,,,3,,,,,,1,1,2,4,1,8,9,,,,,,,,1,1,1,1,2,1,97,,,1,2,2,1,2,2,1,2,3,4,5,6,7,4,,,1,4,16,4,3,29,2929909,2,3,4,182999813,13900896000
1,44,3,1,11,2,2,2,1,1,5,5,1,5,1,1,5,5,,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,1,3,4,1,4,2,1,,,,,,,,1,,,,,,,2,,,,,,,2,,,,,,,97,,,,,,,,,,,1,1,1,5,1,4,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,2,1,2,3,,,,,,,4,,,1,1,1,5,5,51,5101258,5,3,3,182999829,13900896000
1,42,3,1,11,99,2,3,2,1,1,1,1,1,99,5,1,5,99,,,,,,,,,,99,,,,,,99,,,,,,,,,,,,,1,4,3,4,4,2,1,,,,,,,,2,,,,,,,,2,,,,,,99,,,,,,,97,,,,,,,,,,,5,1,5,1,1,99,,,,,,,,,98,1,1,1,1,1,97,,,1,1,1,1,1,2,7,,,,,,,4,,,1,3,1,98,5,21,2100055,2,3,6,183000268,13900896000
2,39,3,1,14,6,2,2,1,1,2,5,1,4,4,1,2,2,9,,,,,,,,,,5,6,,,,,1,4,5,,,,,,,,,,,1,8,4,4,4,2,1,3,6,,,,,,2,3,5,,,,,,2,2,,2,,,1,3,4,,,,,97,,,,,,,,,,,1,1,1,5,1,4,7,,,,,,,,1,1,1,1,1,1,97,,,1,2,1,1,1,2,6,7,,,,,,4,,,1,1,1,6,6,21,2100055,2,3,6,183000269,13900896000
2,64,5,3,8,99,2,2,99,99,5,5,5,5,5,5,5,5,,,,,,,,,,,99,,,,,,99,,,,,,,,,,,,,99,,,99,99,2,99,,,,,,,,99,,,,,,,,,,,,,,99,,,,,,,99,,,,,,,,,,,98,98,98,98,98,99,,,,,,,,,98,98,98,98,98,98,99,,,1,98,98,98,98,2,99,,,,,,,4,,,99,99,1,6,5,21,2100055,2,3,6,183000270,13900896000
2,22,1,3,14,1,2,2,1,1,5,2,1,5,2,2,2,2,,,,,,,,,,,1,5,,,,,1,13,,,,,,,,,,,,1,4,2,1,4,2,4,5,,,,,,,1,2,3,4,5,,,2,2,2,2,3,,,1,2,,,,,,97,,,,,,,,,,,1,1,1,4,1,97,,,,,,,,,2,1,1,1,1,2,1,,,1,2,1,1,2,1,1,2,3,,,,,4,,,1,1,10,98,5,21,2100055,2,3,6,183000271,13900896000
1,30,2,3,11,1,2,2,3,3,5,5,5,5,99,5,5,5,,,,,,,,,,,3,4,,,,,1,8,,,,,,,,,,,,1,4,8,1,4,2,1,4,,,,,,,1,2,3,5,,,,2,2,2,,2,,,1,5,,,,,,97,,,,,,,,,,,1,1,2,1,1,6,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,2,3,4,,,,,4,,,1,4,19,6,5,21,2100055,2,3,6,183000272,13900896000
1,27,2,2,7,1,2,2,1,1,1,5,1,5,99,5,1,5,5,7,,,,,,,,,1,2,5,,,,1,6,13,,,,,,,,,,,1,3,9,1,1,2,1,4,7,,,,,,2,3,,,,,,,1,2,,,,,1,6,,,,,,1,,,,,1,,,,,,1,1,1,2,1,5,6,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,2,2,5,6,,,,,4,,,1,4,1,4,4,21,2100055,2,3,6,183000273,13900896000
2,47,4,1,13,5,2,1,1,2,5,5,5,5,5,5,5,5,,,,,,,,,,,1,4,5,,,,6,13,,,,,,,,,,,,1,8,7,5,4,2,1,3,7,,,,,,2,3,6,,,,,,1,1,,,2,,1,6,,,,,,97,,,,,,,,,,,1,1,5,98,1,6,,,,,,,,,1,1,1,1,1,98,97,,,1,2,1,98,2,1,1,6,7,,,,,4,,,99,4,2,99,99,43,4302105,4,3,6,183000329,13900896000
1,44,3,3,6,3,1,2,2,1,5,5,1,5,5,5,2,5,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,1,3,9,4,4,2,1,2,,,,,,,2,,,,,,,,3,,,,,,1,2,,,,,,1,,,,,1,,,,,,1,1,1,2,4,97,,,,,,,,,2,2,1,1,2,2,97,,,1,2,2,2,2,2,2,,,,,,,1,,,1,4,4,6,5,29,2913606,2,3,6,183000343,13900896000
2,30,2,2,16,1,1,2,1,1,2,5,1,5,5,1,1,1,3,,,,,,,,,,1,2,3,4,5,6,1,2,,,,,,,,,,,,1,8,3,1,4,2,1,,,,,,,,1,2,3,4,,,,1,1,1,1,,,,1,2,3,4,5,,,2,,,,,1,10,,,,,1,1,1,5,5,8,,,,,,,,,2,2,2,1,2,2,97,,,1,1,1,1,1,1,1,,,,,,,4,,,1,4,1,4,4,53,5300108,5,1,7,183000364,13900896000
2,45,4,1,11,3,2,2,1,2,5,4,5,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,4,5,,,,,,,,,,,1,8,3,5,4,2,1,4,7,,,,,,1,3,7,,,,,3,,2,,,,2,1,5,7,,,,,3,5,,,,2,,,,,,2,2,5,4,2,1,,,,,,,,,1,1,1,1,1,1,1,,,1,1,1,1,2,2,1,2,7,,,,,4,,,1,3,1,98,5,26,2612703,2,3,3,183000424,13900809600
2,21,1,3,12,1,2,2,1,1,5,5,1,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,2,4,6,,,,,,,,,,1,8,9,1,4,2,4,,,,,,,,1,,,,,,,3,,,,,,,5,,,,,,,97,,,,,,,,,,,1,1,1,5,5,1,,,,,,,,,1,1,1,1,1,2,97,,,1,1,1,2,2,2,1,3,6,7,,,,4,,,1,3,10,98,6,26,2612703,2,3,3,183000425,13900809600
1,77,5,1,14,4,1,2,1,1,5,5,1,5,5,5,5,5,,,,,,,,,,,1,6,,,,,2,6,,,,,,,,,,,,1,8,3,5,4,2,3,7,8,,,,,,6,,,,,,,,,,,,1,,6,,,,,,,97,,,,,,,,,,,1,1,1,1,1,4,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,7,,,,,,3,,,99,3,1,3,3,26,2612703,2,3,3,183000426,13900809600
2,49,4,3,7,3,1,2,1,1,1,1,1,5,1,1,1,5,1,4,,,,,,,,,1,,,,,,1,4,7,,,,,,,,,,,2,1,3,1,4,2,4,5,7,,,,,,3,6,,,,,,,,1,,,1,,5,6,,,,,,97,,,,,,,,,,,1,1,1,5,1,8,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,2,,,,,,,1,,,1,1,2,6,6,26,2612703,2,3,3,183000427,13900809600
2,61,5,3,12,4,2,2,1,5,5,1,1,5,5,1,5,5,,,,,,,,,,,4,6,,,,,1,3,5,,,,,,,,,,,1,3,7,1,4,2,4,5,7,,,,,,3,5,6,,,,,,,2,,2,2,,1,2,4,,,,,97,,,,,,,,,,,1,1,1,4,1,1,6,7,,,,,,,2,2,1,1,1,1,97,,,1,2,2,2,2,2,1,2,3,,,,,4,,,1,4,1,6,6,26,2612703,2,3,3,183000428,13900896000
1,25,2,3,13,1,2,2,1,5,1,5,1,5,5,5,5,5,3,,,,,,,,,,1,5,,,,,1,4,,,,,,,,,,,,1,97,,1,4,2,1,3,,,,,,,2,3,4,,,,,,2,1,1,,,,1,6,,,,,,1,4,,,,1,,,,,,1,1,1,4,1,1,,,,,,,,,1,1,1,1,1,1,97,,,1,2,1,1,1,1,4,5,7,,,,,3,,,1,2,1,6,6,26,2612703,2,3,3,183000429,13900896000
2,44,3,1,16,4,1,2,1,2,5,5,2,5,4,5,5,5,,,,,,,,,,,1,5,6,,,,1,2,4,,,,,,,,,,,1,8,3,1,4,2,1,3,5,,,,,,1,3,,,,,,2,,1,,,,,1,6,7,,,,,97,,,,,,,,,,,2,2,2,2,1,1,6,8,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,3,4,,,,,4,,,1,4,1,4,4,26,2612703,2,3,3,183000430,13900896000
2,33,2,1,13,1,2,2,99,4,2,5,5,5,5,5,4,5,2,3,7,,,,,,,,1,3,,,,,1,3,4,,,,,,,,,,,1,8,3,2,4,2,1,6,7,,,,,,2,3,4,,,,,,1,1,1,,,,1,3,5,,,,,97,,,,,,,,,,,1,1,1,2,1,99,,,,,,,,,1,1,1,1,1,2,97,,,1,2,1,1,1,2,3,6,,,,,,2,,,1,4,19,98,6,26,2612703,2,3,3,183000431,13900896000
1,18,1,3,14,1,2,2,1,2,5,4,5,5,5,4,5,5,,,,,,,,,,,1,5,6,,,,1,4,8,,,,,,,,,,,1,8,3,1,4,1,5,,,,,,,,1,3,4,,,,,2,,1,1,,,,1,5,7,,,,,97,,,,,,,,,,,2,2,1,2,1,6,8,9,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,4,6,,,,,2,3,,1,4,1,6,5,26,2612703,2,3,3,183000432,13900896000
1,63,5,1,8,1,1,1,3,99,5,5,5,5,5,99,99,5,,,,,,,,,,,99,,,,,,99,,,,,,,,,,,,,99,,,99,99,2,97,,,,,,,,8,,,,,,,,,,,,,,99,,,,,,,97,,,,,,,,,,,98,1,98,98,1,99,,,,,,,,,98,98,1,98,98,98,97,,,2,1,1,98,98,2,99,,,,,,,4,,,1,4,1,5,5,41,4106407,4,3,4,183000481,13900896000
2,65,5,3,1,97,2,2,1,1,5,5,99,5,99,5,5,5,,,,,,,,,,,99,,,,,,97,,,,,,,,,,,,,1,5,7,99,99,2,97,,,,,,,,8,,,,,,,,,,,,,,7,,,,,,,99,,,,,,,,,,,1,1,1,98,98,99,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,2,99,,,,,,,4,,,1,1,4,6,6,35,3522109,3,3,5,183000593,13900896000
1,47,4,3,9,5,1,1,1,1,1,5,5,99,99,5,5,5,5,6,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,1,4,2,1,3,1,3,5,,,,,,,2,,,,,,,,1,,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,1,1,1,3,6,,,,,,,1,2,2,2,2,2,97,,,1,2,2,1,1,2,6,,,,,,,4,,,1,4,10,6,6,50,5003306,5,3,4,183000618,13900896000
2,40,3,3,14,5,1,2,1,1,5,5,5,99,99,5,1,5,,,,,,,,,,,1,5,,,,,1,3,4,,,,,,,,,,,1,97,,5,3,2,6,7,8,,,,,,1,3,6,7,,,,1,,1,,,1,1,6,,,,,,,97,,,,,,,,,,,1,1,4,2,1,4,6,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,2,4,7,,,,,,1,,,1,4,10,6,5,50,5003306,5,3,4,183000619,13900896000
2,65,5,1,6,1,2,2,1,5,5,5,5,5,5,5,5,5,,,,,,,,,,,99,,,,,,4,,,,,,,,,,,,,1,2,99,5,1,2,7,,,,,,,,8,,,,,,,,,,,,,,6,,,,,,,97,,,,,,,,,,,5,1,5,5,1,99,,,,,,,,,1,1,2,1,1,1,97,,,1,2,1,1,2,2,99,,,,,,,4,,,1,2,1,6,6,41,4106407,4,3,4,183000742,13900896000
1,63,5,1,14,2,2,2,3,5,1,5,1,5,5,1,5,5,99,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,8,4,5,4,2,1,,,,,,,,2,3,4,5,,,,,2,3,2,3,,,7,,,,,,,97,,,,,,,,,,,1,1,5,5,1,5,,,,,,,,,2,2,1,2,2,2,97,,,1,2,1,2,2,2,1,,,,,,,1,,,1,3,19,5,5,52,5208707,5,1,7,183000842,13900896000
1,40,3,3,16,2,2,2,1,1,99,99,1,99,99,99,99,99,,,,,,,,,,,1,,,,,,1,4,12,,,,,,,,,,,4,8,1,1,3,2,3,5,7,,,,,,2,3,4,,,,,,2,2,2,,,,2,3,,,,,,97,,,,,,,,,,,2,1,4,4,1,1,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,1,1,1,4,,,,,,4,,,1,1,1,98,5,35,3503901,3,2,5,183000870,13900896000
2,59,4,3,1,2,3,3,2,1,1,1,1,1,1,1,1,4,2,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,2,3,2,4,1,1,,,,,,,,2,3,5,,,,,,2,2,,2,,,1,2,3,4,5,6,7,2,,,,,2,,,,,,1,1,1,3,3,99,,,,,,,,,1,1,1,1,1,1,4,,,1,2,2,98,98,2,1,2,3,7,,,,2,,,3,1,1,5,5,35,3538709,3,3,6,183000871,13900896000
2,51,4,3,9,1,2,2,1,1,5,5,5,5,99,5,1,5,,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,1,4,8,1,99,2,8,,,,,,,,1,2,3,4,5,6,7,3,3,3,3,2,1,1,1,2,,,,,,97,,,,,,,,,,,1,1,4,5,5,99,,,,,,,,,2,1,1,1,1,1,3,,,1,2,1,1,1,2,4,7,,,,,,4,,,1,1,3,6,6,21,2106003,2,3,3,183000946,13900896000
2,23,1,3,14,2,2,2,1,1,4,5,1,4,2,5,5,5,,,,,,,,,,,4,5,6,,,,3,4,6,,,,,,,,,,,1,3,8,5,4,1,1,5,,,,,,,2,,,,,,,,2,,,,,,1,6,7,,,,,97,,,,,,,,,,,1,1,1,4,1,6,,,,,,,,,1,1,1,1,1,1,97,,,1,2,1,2,1,2,1,6,7,,,,,4,,,1,4,1,6,5,24,2408102,2,1,7,183000951,13900896000
1,47,4,3,7,1,1,1,3,1,5,5,5,5,5,5,5,3,,,,,,,,,,,1,2,3,4,5,6,2,5,13,,,,,,,,,,,1,97,,1,4,2,1,2,4,,,,,,8,,,,,,,,,,,,,,1,2,3,4,5,6,7,97,,,,,,,,,,,1,1,1,5,3,97,,,,,,,,,1,1,1,1,1,1,97,,,1,1,2,2,2,2,1,2,3,4,5,6,7,4,,,1,4,2,6,6,11,1100130,1,3,4,183000952,13900896000
1,21,1,3,14,1,1,2,1,1,4,2,1,5,5,1,1,2,,,,,,,,,,,1,5,,,,,1,2,9,,,,,,,,,,,1,3,6,1,4,2,1,5,8,,,,,,3,5,,,,,,,,2,,2,,,1,2,6,,,,,2,4,,,,3,8,,,,,1,1,1,4,1,1,8,9,,,,,,,1,1,1,1,1,1,1,,,1,2,1,1,1,1,1,4,7,,,,,4,,,3,1,16,6,6,26,2611606,2,1,7,183000997,13900896000
2,49,4,1,14,2,2,2,1,1,1,5,1,4,4,2,2,5,2,5,8,,,,,,,,1,2,6,,,,6,12,13,,,,,,,,,,,1,8,9,1,4,1,4,6,7,,,,,,2,3,4,,,,,,2,3,2,,,,1,2,4,,,,,97,,,,,,,,,,,1,1,1,1,1,4,7,8,,,,,,,1,1,1,1,1,1,97,,,1,2,1,1,1,2,1,2,3,,,,,3,,,1,4,10,6,5,35,3550704,3,3,5,183001120,13900896000
1,34,2,2,14,1,2,2,1,1,5,1,1,5,5,1,5,5,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,3,4,1,4,2,1,,,,,,,,1,,,,,,,3,,,,,,,1,,,,,,,2,,,,,1,,,,,,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,2,1,,,,,,,4,,,1,1,1,5,4,51,5101258,5,3,3,183001262,13900896000
1,50,4,1,14,2,2,2,3,2,5,5,2,2,5,5,1,2,,,,,,,,,,,1,2,3,5,6,,1,2,3,4,5,7,8,9,10,11,12,13,,1,3,2,4,4,2,1,3,8,,,,,,2,3,4,,,,,,1,1,1,,,,1,2,3,4,5,,,97,,,,,,,,,,,2,2,2,2,4,1,2,3,4,5,6,7,8,9,2,2,2,2,2,2,97,,,2,2,2,2,2,2,2,3,,,,,,4,,,1,3,1,5,5,35,3543402,3,3,7,183001279,13900896000
1,20,1,1,13,6,1,2,1,1,1,1,1,5,5,1,1,99,3,,,,,,,,,,2,,,,,,6,,,,,,,,,,,,,1,5,97,5,3,1,5,,,,,,,,4,,,,,,,,,,1,,,,99,,,,,,,1,,,,,1,,,,,,1,1,1,1,1,7,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,3,,,,,,,4,,,1,2,1,6,5,29,2929909,2,3,4,183001321,13900896000
1,58,4,2,16,2,2,2,1,1,5,5,1,5,5,1,5,5,,,,,,,,,,,1,,,,,,9,,,,,,,,,,,,,1,8,7,1,4,2,6,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,4,1,3,,,,,,,,,1,1,1,1,1,2,97,,,1,1,1,1,1,1,1,,,,,,,4,,,1,3,18,4,4,41,4106407,4,3,4,183001450,13900896000
2,56,4,1,7,1,2,2,3,2,5,5,2,5,5,5,5,5,,,,,,,,,,,5,,,,,,5,,,,,,,,,,,,,1,3,99,5,99,2,5,,,,,,,,99,,,,,,,,,,,,,,1,,,,,,,97,,,,,,,,,,,2,4,5,1,2,99,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,7,,,,,,4,,,1,3,1,6,6,27,2704302,2,1,7,183001459,13900896000
1,27,2,3,7,1,2,2,3,5,5,5,5,5,5,5,5,5,,,,,,,,,,,2,4,,,,,1,2,5,,,,,,,,,,,1,2,6,5,4,2,1,7,8,,,,,,1,3,,,,,,3,,2,,,,,1,2,4,,,,,97,,,,,,,,,,,5,1,5,1,1,2,4,,,,,,,,2,2,2,2,2,2,97,,,1,1,1,1,1,2,1,2,,,,,,4,,,1,1,1,6,5,27,2704302,2,1,7,183001460,13900896000
1,43,3,3,14,2,1,1,3,5,5,5,5,5,5,1,5,5,,,,,,,,,,,6,,,,,,7,13,,,,,,,,,,,,97,,,3,4,2,1,,,,,,,,8,,,,,,,,,,,,,,97,,,,,,,97,,,,,,,,,,,5,5,5,5,5,97,,,,,,,,,2,2,2,2,2,2,97,,,1,2,2,2,2,2,2,,,,,,,2,,,1,4,16,5,4,35,3537404,3,3,4,183001487,13900896000
1,35,3,1,14,3,2,2,2,1,5,5,1,5,5,1,2,5,,,,,,,,,,,1,3,6,,,,1,2,3,4,,,,,,,,,,1,3,8,1,4,1,1,2,3,7,8,,,,1,2,3,4,5,6,,1,1,1,1,1,3,,1,2,3,4,5,6,7,97,,,,,,,,,,,1,1,1,2,2,1,2,3,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,1,1,3,5,6,,,,4,,,1,3,1,5,5,17,1720903,1,3,3,183001551,13900896000
2,24,1,3,7,3,2,2,1,1,1,5,1,4,4,1,4,2,8,,,,,,,,,,5,,,,,,1,,,,,,,,,,,,,1,2,3,1,4,2,7,,,,,,,,2,,,,,,,,1,,,,,,2,3,,,,,,1,,,,,10,,,,,,1,1,1,2,1,8,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,2,,,,,,,4,,,3,1,2,6,6,26,2612703,2,3,3,183001579,13900896000
2,20,1,1,9,1,1,1,1,1,5,2,2,1,5,2,5,99,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,1,3,8,4,4,2,4,,,,,,,,1,2,5,,,,,2,2,,,2,,,1,3,7,,,,,97,,,,,,,,,,,1,1,4,5,2,97,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,2,1,,,,,,,4,,,1,4,2,6,6,29,2913606,2,3,6,183001701,13900896000
2,23,1,1,16,2,2,2,2,1,5,5,1,5,5,5,5,5,,,,,,,,,,,5,,,,,,1,4,,,,,,,,,,,,1,97,,1,3,2,2,7,,,,,,,1,2,3,4,,,,1,1,1,1,,,,1,2,3,4,5,6,7,97,,,,,,,,,,,1,1,1,5,1,99,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,,,,,,,4,,,1,2,1,5,3,41,4106407,4,3,4,183001886,13900896000
2,24,1,3,16,2,1,2,1,1,5,1,1,5,1,5,1,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,8,4,1,4,2,1,,,,,,,,2,,,,,,,,3,,,,,,1,,,,,,,1,,,,,2,,,,,,1,1,5,5,1,1,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,2,2,,,,,,,4,,,1,4,1,98,5,52,5208707,5,1,7,183001896,13900896000
